,Transaction Date,Item,Quantity
887,2023-05-02,Sandwich,16
888,2023-05-02,Smoothie,12
889,2023-05-02,Tea,3
890,2023-05-03,Coffee,13
891,2023-05-03,Cookie,9
892,2023-05-03,Juice,4
893,2023-05-03,Salad,2
894,2023-05-03,Sandwich,6
895,2023-05-03,Smoothie,9
896,2023-05-03,Tea,21
897,2023-05-04,Cake,9
898,2023-05-04,Coffee,10
899,2023-05-04,Cookie,5
900,2023-05-04,Juice,20
901,2023-05-04,Sandwich,12
902,2023-05-04,Smoothie,5
903,2023-05-04,Tea,5
904,2023-05-05,Cake,3
905,2023-05-05,Coffee,19
906,2023-05-05,Cookie,9
907,2023-05-05,Juice,3
908,2023-05-05,Salad,3
909,2023-05-05,Sandwich,4
910,2023-05-05,Smoothie,2
911,2023-05-05,Tea,7
912,2023-05-06,Cake,5
913,2023-05-06,Coffee,2
914,2023-05-06,Cookie,11
915,2023-05-06,Juice,15
916,2023-05-06,Salad,8
917,2023-05-06,Sandwich,6
918,2023-05-06,Smoothie,9
919,2023-05-06,Tea,20
920,2023-05-07,Coffee,2
921,2023-05-07,Cookie,1
922,2023-05-07,Juice,13
923,2023-05-07,Salad,7
924,2023-05-07,Sandwich,8
925,2023-05-07,Smoothie,5
926,2023-05-07,Tea,12
927,2023-05-08,Cake,7
928,2023-05-08,Coffee,3
929,2023-05-08,Cookie,2
930,2023-05-08,Juice,10
931,2023-05-08,Salad,4
932,2023-05-08,Sandwich,16
933,2023-05-08,Smoothie,18
934,2023-05-09,Cake,8
935,2023-05-09,Coffee,5
936,2023-05-09,Cookie,3
937,2023-05-09,Juice,14
938,2023-05-09,Salad,3
939,2023-05-09,Sandwich,12
940,2023-05-09,Smoothie,5
941,2023-05-09,Tea,5
942,2023-05-10,Cake,2
943,2023-05-10,Cookie,7
944,2023-05-10,Juice,11
945,2023-05-10,Salad,2
946,2023-05-10,Sandwich,15
947,2023-05-10,Smoothie,8
948,2023-05-10,Tea,10
949,2023-05-11,Cake,18
950,2023-05-11,Coffee,8
951,2023-05-11,Cookie,9
952,2023-05-11,Juice,17
953,2023-05-11,Salad,2
954,2023-05-11,Sandwich,8
955,2023-05-11,Smoothie,2
956,2023-05-11,Tea,7
957,2023-05-12,Cake,5
958,2023-05-12,Coffee,5
959,2023-05-12,Cookie,15
960,2023-05-12,Juice,6
961,2023-05-12,Salad,8
962,2023-05-12,Sandwich,5
963,2023-05-12,Tea,2
964,2023-05-13,Cake,4
965,2023-05-13,Coffee,1
966,2023-05-13,Cookie,11
967,2023-05-13,Juice,20
968,2023-05-13,Salad,6
969,2023-05-13,Sandwich,5
970,2023-05-13,Smoothie,9
971,2023-05-13,Tea,5
972,2023-05-14,Cake,3
973,2023-05-14,Coffee,5
974,2023-05-14,Cookie,3
975,2023-05-14,Juice,6
976,2023-05-14,Salad,3
977,2023-05-14,Sandwich,1
978,2023-05-14,Smoothie,21
979,2023-05-14,Tea,5
980,2023-05-15,Cake,11
981,2023-05-15,Coffee,4
982,2023-05-15,Cookie,10
983,2023-05-15,Juice,8
984,2023-05-15,Salad,2
985,2023-05-15,Sandwich,1
986,2023-05-15,Smoothie,3
987,2023-05-15,Tea,1
988,2023-05-16,Cake,18
989,2023-05-16,Coffee,4
990,2023-05-16,Cookie,9
991,2023-05-16,Salad,8
992,2023-05-16,Sandwich,5
993,2023-05-16,Smoothie,3
994,2023-05-16,Tea,2
995,2023-05-17,Coffee,3
996,2023-05-17,Cookie,13
997,2023-05-17,Juice,9
998,2023-05-17,Salad,2
999,2023-05-17,Sandwich,10
1000,2023-05-17,Smoothie,16
1001,2023-05-17,Tea,6
1002,2023-05-18,Cake,5
1003,2023-05-18,Coffee,5
1004,2023-05-18,Cookie,5
1005,2023-05-18,Juice,8
1006,2023-05-18,Salad,13
1007,2023-05-18,Sandwich,10
1008,2023-05-18,Smoothie,7
1009,2023-05-18,Tea,8
1010,2023-05-19,Cake,5
1011,2023-05-19,Coffee,19
1012,2023-05-19,Cookie,7
1013,2023-05-19,Juice,5
1014,2023-05-19,Salad,11
1015,2023-05-19,Sandwich,8
1016,2023-05-19,Tea,3
1017,2023-05-20,Cake,3
1018,2023-05-20,Coffee,5
1019,2023-05-20,Cookie,8
1020,2023-05-20,Juice,10
1021,2023-05-20,Salad,15
1022,2023-05-20,Sandwich,5
1023,2023-05-20,Smoothie,7
1024,2023-05-20,Tea,3
1025,2023-05-21,Cake,4
1026,2023-05-21,Coffee,10
1027,2023-05-21,Cookie,8
1028,2023-05-21,Juice,19
1029,2023-05-21,Salad,6
1030,2023-05-21,Sandwich,19
1031,2023-05-21,Smoothie,9
1032,2023-05-21,Tea,6
1033,2023-05-22,Cake,19
1034,2023-05-22,Coffee,10
1035,2023-05-22,Cookie,7
1036,2023-05-22,Juice,10
1037,2023-05-22,Salad,4
1038,2023-05-22,Sandwich,10
1039,2023-05-22,Tea,4
1040,2023-05-23,Cake,12
1041,2023-05-23,Coffee,8
1042,2023-05-23,Cookie,2
1043,2023-05-23,Juice,1
1044,2023-05-23,Salad,8
1045,2023-05-23,Sandwich,9
1046,2023-05-23,Smoothie,7
1047,2023-05-23,Tea,10
1048,2023-05-24,Cake,6
1049,2023-05-24,Coffee,4
1050,2023-05-24,Juice,13
1051,2023-05-24,Salad,2
1052,2023-05-24,Sandwich,11
1053,2023-05-24,Smoothie,13
1054,2023-05-24,Tea,9
1055,2023-05-25,Cake,3
1056,2023-05-25,Coffee,6
1057,2023-05-25,Cookie,3
1058,2023-05-25,Juice,8
1059,2023-05-25,Salad,8
1060,2023-05-25,Sandwich,9
1061,2023-05-26,Cake,12
1062,2023-05-26,Coffee,7
1063,2023-05-26,Cookie,8
1064,2023-05-26,Juice,2
1065,2023-05-26,Salad,3
1066,2023-05-26,Sandwich,3
1067,2023-05-26,Smoothie,6
1068,2023-05-26,Tea,5
1069,2023-05-27,Cake,14
1070,2023-05-27,Coffee,14
1071,2023-05-27,Cookie,1
1072,2023-05-27,Juice,4
1073,2023-05-27,Salad,4
1074,2023-05-27,Sandwich,6
1075,2023-05-27,Smoothie,2
1076,2023-05-27,Tea,2
1077,2023-05-28,Cake,18
1078,2023-05-28,Coffee,11
1079,2023-05-28,Cookie,8
1080,2023-05-28,Juice,8
1081,2023-05-28,Salad,1
1082,2023-05-28,Sandwich,12
1083,2023-05-28,Tea,6
1084,2023-05-29,Cake,4
1085,2023-05-29,Coffee,5
1086,2023-05-29,Cookie,10
1087,2023-05-29,Juice,11
1088,2023-05-29,Salad,12
1089,2023-05-29,Sandwich,11
1090,2023-05-29,Smoothie,5
1091,2023-05-29,Tea,8
1092,2023-05-30,Cake,14
1093,2023-05-30,Coffee,6
1094,2023-05-30,Cookie,13
1095,2023-05-30,Juice,6
1096,2023-05-30,Salad,5
1097,2023-05-30,Sandwich,2
1098,2023-05-30,Smoothie,1
1099,2023-05-30,Tea,3
1100,2023-05-31,Cake,5
1101,2023-05-31,Coffee,3
1102,2023-05-31,Cookie,7
1103,2023-05-31,Juice,11
1104,2023-05-31,Salad,14
1105,2023-05-31,Sandwich,3
1106,2023-05-31,Smoothie,1
1107,2023-05-31,Tea,9
1108,2023-06-01,Cake,1
1109,2023-06-01,Coffee,11
1110,2023-06-01,Cookie,17
1111,2023-06-01,Juice,7
1112,2023-06-01,Salad,7
1113,2023-06-01,Sandwich,12
1114,2023-06-01,Smoothie,20
1115,2023-06-02,Cake,3
1116,2023-06-02,Coffee,8
1117,2023-06-02,Cookie,14
1118,2023-06-02,Juice,27
1119,2023-06-02,Sandwich,3
1120,2023-06-02,Smoothie,5
1121,2023-06-02,Tea,8
1122,2023-06-03,Cake,4
1123,2023-06-03,Coffee,22
1124,2023-06-03,Juice,9
1125,2023-06-03,Salad,4
1126,2023-06-03,Sandwich,9
1127,2023-06-03,Tea,8
1128,2023-06-04,Cake,6
1129,2023-06-04,Coffee,8
1130,2023-06-04,Cookie,13
1131,2023-06-04,Juice,5
1132,2023-06-04,Salad,7
1133,2023-06-04,Smoothie,10
1134,2023-06-04,Tea,3
1135,2023-06-05,Coffee,10
1136,2023-06-05,Cookie,13
1137,2023-06-05,Juice,8
1138,2023-06-05,Salad,6
1139,2023-06-05,Sandwich,7
1140,2023-06-05,Smoothie,3
1141,2023-06-05,Tea,3
1142,2023-06-06,Cake,12
1143,2023-06-06,Coffee,2
1144,2023-06-06,Cookie,13
1145,2023-06-06,Juice,9
1146,2023-06-06,Salad,12
1147,2023-06-06,Sandwich,20
1148,2023-06-06,Smoothie,9
1149,2023-06-06,Tea,3
1150,2023-06-07,Cake,4
1151,2023-06-07,Coffee,8
1152,2023-06-07,Cookie,2
1153,2023-06-07,Juice,9
1154,2023-06-07,Sandwich,5
1155,2023-06-07,Smoothie,8
1156,2023-06-07,Tea,2
1157,2023-06-08,Cake,7
1158,2023-06-08,Coffee,14
1159,2023-06-08,Cookie,4
1160,2023-06-08,Juice,20
1161,2023-06-08,Salad,7
1162,2023-06-08,Sandwich,6
1163,2023-06-08,Smoothie,14
1164,2023-06-08,Tea,6
1165,2023-06-09,Cake,20
1166,2023-06-09,Coffee,4
1167,2023-06-09,Cookie,6
1168,2023-06-09,Juice,13
1169,2023-06-09,Sandwich,6
1170,2023-06-09,Smoothie,5
1171,2023-06-09,Tea,11
1172,2023-06-10,Cake,4
1173,2023-06-10,Coffee,9
1174,2023-06-10,Cookie,2
1175,2023-06-10,Juice,7
1176,2023-06-10,Salad,21
1177,2023-06-10,Sandwich,10
1178,2023-06-10,Tea,9
1179,2023-06-11,Cake,3
1180,2023-06-11,Coffee,10
1181,2023-06-11,Cookie,13
1182,2023-06-11,Juice,22
1183,2023-06-11,Sandwich,2
1184,2023-06-11,Smoothie,1
1185,2023-06-12,Cake,1
1186,2023-06-12,Coffee,1
1187,2023-06-12,Cookie,6
1188,2023-06-12,Juice,7
1189,2023-06-12,Salad,5
1190,2023-06-12,Sandwich,9
1191,2023-06-12,Smoothie,10
1192,2023-06-12,Tea,19
1193,2023-06-13,Cake,4
1194,2023-06-13,Coffee,15
1195,2023-06-13,Cookie,4
1196,2023-06-13,Juice,14
1197,2023-06-13,Salad,4
1198,2023-06-13,Sandwich,12
1199,2023-06-13,Smoothie,8
1200,2023-06-13,Tea,8
1201,2023-06-14,Cake,13
1202,2023-06-14,Coffee,12
1203,2023-06-14,Cookie,5
1204,2023-06-14,Juice,7
1205,2023-06-14,Salad,10
1206,2023-06-14,Sandwich,4
1207,2023-06-14,Smoothie,4
1208,2023-06-14,Tea,8
1209,2023-06-15,Cake,24
1210,2023-06-15,Coffee,3
1211,2023-06-15,Cookie,5
1212,2023-06-15,Juice,10
1213,2023-06-15,Salad,4
1214,2023-06-15,Sandwich,15
1215,2023-06-15,Smoothie,2
1216,2023-06-15,Tea,1
1217,2023-06-16,Cake,15
1218,2023-06-16,Coffee,5
1219,2023-06-16,Juice,14
1220,2023-06-16,Salad,11
1221,2023-06-16,Sandwich,16
1222,2023-06-16,Smoothie,14
1223,2023-06-16,Tea,11
1224,2023-06-17,Coffee,8
1225,2023-06-17,Cookie,13
1226,2023-06-17,Juice,9
1227,2023-06-17,Salad,10
1228,2023-06-17,Sandwich,10
1229,2023-06-17,Smoothie,7
1230,2023-06-17,Tea,2
1231,2023-06-18,Cake,4
1232,2023-06-18,Coffee,16
1233,2023-06-18,Cookie,11
1234,2023-06-18,Juice,11
1235,2023-06-18,Salad,18
1236,2023-06-18,Sandwich,8
1237,2023-06-18,Smoothie,11
1238,2023-06-18,Tea,5
1239,2023-06-19,Cake,6
1240,2023-06-19,Juice,14
1241,2023-06-19,Salad,9
1242,2023-06-19,Sandwich,7
1243,2023-06-19,Tea,7
1244,2023-06-20,Cake,4
1245,2023-06-20,Coffee,7
1246,2023-06-20,Cookie,7
1247,2023-06-20,Juice,9
1248,2023-06-20,Salad,16
1249,2023-06-20,Sandwich,4
1250,2023-06-20,Smoothie,7
1251,2023-06-20,Tea,5
1252,2023-06-21,Cake,9
1253,2023-06-21,Coffee,8
1254,2023-06-21,Cookie,9
1255,2023-06-21,Juice,5
1256,2023-06-21,Salad,10
1257,2023-06-21,Sandwich,9
1258,2023-06-21,Smoothie,7
1259,2023-06-21,Tea,5
1260,2023-06-22,Cake,9
1261,2023-06-22,Coffee,7
1262,2023-06-22,Cookie,3
1263,2023-06-22,Juice,11
1264,2023-06-22,Salad,2
1265,2023-06-22,Sandwich,3
1266,2023-06-22,Smoothie,4
1267,2023-06-22,Tea,1
1268,2023-06-23,Cake,11
1269,2023-06-23,Coffee,8
1270,2023-06-23,Cookie,7
1271,2023-06-23,Juice,11
1272,2023-06-23,Salad,6
1273,2023-06-23,Sandwich,5
1274,2023-06-23,Smoothie,16
1275,2023-06-23,Tea,4
1276,2023-06-24,Coffee,23
1277,2023-06-24,Cookie,6
1278,2023-06-24,Juice,8
1279,2023-06-24,Salad,8
1280,2023-06-24,Sandwich,3
1281,2023-06-24,Smoothie,11
1282,2023-06-24,Tea,4
1283,2023-06-25,Coffee,2
1284,2023-06-25,Cookie,9
1285,2023-06-25,Juice,9
1286,2023-06-25,Salad,6
1287,2023-06-25,Sandwich,7
1288,2023-06-25,Smoothie,6
1289,2023-06-25,Tea,11
1290,2023-06-26,Cake,11
1291,2023-06-26,Coffee,11
1292,2023-06-26,Cookie,2
1293,2023-06-26,Juice,9
1294,2023-06-26,Salad,8
1295,2023-06-26,Sandwich,5
1296,2023-06-26,Tea,6
1297,2023-06-27,Cake,16
1298,2023-06-27,Cookie,9
1299,2023-06-27,Juice,5
1300,2023-06-27,Salad,3
1301,2023-06-27,Sandwich,3
1302,2023-06-27,Smoothie,9
1303,2023-06-27,Tea,3
1304,2023-06-28,Cake,5
1305,2023-06-28,Coffee,8
1306,2023-06-28,Cookie,4
1307,2023-06-28,Juice,25
1308,2023-06-28,Salad,6
1309,2023-06-28,Sandwich,4
1310,2023-06-28,Smoothie,8
1311,2023-06-28,Tea,11
1312,2023-06-29,Cake,3
1313,2023-06-29,Coffee,14
1314,2023-06-29,Cookie,11
1315,2023-06-29,Juice,10
1316,2023-06-29,Salad,9
1317,2023-06-29,Sandwich,3
1318,2023-06-29,Smoothie,9
1319,2023-06-29,Tea,13
1320,2023-06-30,Cake,9
1321,2023-06-30,Coffee,16
1322,2023-06-30,Cookie,5
1323,2023-06-30,Juice,18
1324,2023-06-30,Salad,20
1325,2023-06-30,Sandwich,7
1326,2023-06-30,Smoothie,11
1327,2023-06-30,Tea,13
1328,2023-07-01,Cake,2
1329,2023-07-01,Coffee,14
1330,2023-07-01,Cookie,4
1331,2023-07-01,Juice,4
1332,2023-07-01,Salad,9
1333,2023-07-01,Tea,7
1334,2023-07-02,Cake,12
1335,2023-07-02,Coffee,18
1336,2023-07-02,Cookie,10
1337,2023-07-02,Juice,7
1338,2023-07-02,Salad,7
1339,2023-07-02,Sandwich,2
1340,2023-07-02,Smoothie,11
1341,2023-07-02,Tea,11
1342,2023-07-03,Coffee,9
1343,2023-07-03,Cookie,9
1344,2023-07-03,Juice,5
1345,2023-07-03,Salad,10
1346,2023-07-03,Sandwich,8
1347,2023-07-03,Tea,5
1348,2023-07-04,Cake,12
1349,2023-07-04,Coffee,10
1350,2023-07-04,Cookie,12
1351,2023-07-04,Juice,14
1352,2023-07-04,Salad,2
1353,2023-07-04,Sandwich,5
1354,2023-07-04,Tea,5
1355,2023-07-05,Cake,10
1356,2023-07-05,Coffee,8
1357,2023-07-05,Cookie,2
1358,2023-07-05,Juice,12
1359,2023-07-05,Salad,8
1360,2023-07-05,Sandwich,2
1361,2023-07-05,Smoothie,4
1362,2023-07-05,Tea,12
1363,2023-07-06,Cake,7
1364,2023-07-06,Cookie,6
1365,2023-07-06,Juice,4
1366,2023-07-06,Salad,11
1367,2023-07-06,Sandwich,8
1368,2023-07-06,Smoothie,11
1369,2023-07-06,Tea,12
1370,2023-07-07,Cake,3
1371,2023-07-07,Coffee,1
1372,2023-07-07,Cookie,5
1373,2023-07-07,Juice,5
1374,2023-07-07,Salad,8
1375,2023-07-07,Sandwich,6
1376,2023-07-07,Smoothie,10
1377,2023-07-07,Tea,7
1378,2023-07-08,Cake,5
1379,2023-07-08,Coffee,8
1380,2023-07-08,Cookie,9
1381,2023-07-08,Juice,8
1382,2023-07-08,Salad,9
1383,2023-07-08,Sandwich,11
1384,2023-07-08,Smoothie,2
1385,2023-07-08,Tea,14
1386,2023-07-09,Cake,5
1387,2023-07-09,Coffee,7
1388,2023-07-09,Cookie,12
1389,2023-07-09,Juice,4
1390,2023-07-09,Salad,7
1391,2023-07-09,Sandwich,2
1392,2023-07-09,Smoothie,8
1393,2023-07-09,Tea,4
1394,2023-07-10,Cookie,3
1395,2023-07-10,Juice,16
1396,2023-07-10,Salad,3
1397,2023-07-10,Sandwich,18
1398,2023-07-10,Smoothie,10
1399,2023-07-10,Tea,2
1400,2023-07-11,Cake,8
1401,2023-07-11,Coffee,4
1402,2023-07-11,Cookie,5
1403,2023-07-11,Sandwich,3
1404,2023-07-11,Smoothie,10
1405,2023-07-11,Tea,8
1406,2023-07-12,Cake,11
1407,2023-07-12,Coffee,7
1408,2023-07-12,Cookie,6
1409,2023-07-12,Juice,2
1410,2023-07-12,Salad,6
1411,2023-07-12,Sandwich,8
1412,2023-07-12,Smoothie,9
1413,2023-07-12,Tea,14
1414,2023-07-13,Cake,5
1415,2023-07-13,Cookie,6
1416,2023-07-13,Juice,3
1417,2023-07-13,Salad,12
1418,2023-07-13,Smoothie,4
1419,2023-07-13,Tea,11
1420,2023-07-14,Cake,12
1421,2023-07-14,Coffee,1
1422,2023-07-14,Cookie,2
1423,2023-07-14,Juice,16
1424,2023-07-14,Salad,8
1425,2023-07-14,Sandwich,1
1426,2023-07-14,Smoothie,11
1427,2023-07-14,Tea,14
1428,2023-07-15,Cake,1
1429,2023-07-15,Coffee,8
1430,2023-07-15,Cookie,4
1431,2023-07-15,Salad,1
1432,2023-07-15,Sandwich,15
1433,2023-07-15,Smoothie,13
1434,2023-07-15,Tea,3
1435,2023-07-16,Cake,2
1436,2023-07-16,Coffee,15
1437,2023-07-16,Cookie,7
1438,2023-07-16,Juice,6
1439,2023-07-16,Salad,14
1440,2023-07-16,Sandwich,10
1441,2023-07-16,Smoothie,9
1442,2023-07-16,Tea,8
1443,2023-07-17,Cake,8
1444,2023-07-17,Coffee,3
1445,2023-07-17,Cookie,7
1446,2023-07-17,Juice,5
1447,2023-07-17,Salad,7
1448,2023-07-17,Sandwich,18
1449,2023-07-17,Smoothie,3
1450,2023-07-17,Tea,5
1451,2023-07-18,Cake,9
1452,2023-07-18,Coffee,11
1453,2023-07-18,Cookie,5
1454,2023-07-18,Juice,10
1455,2023-07-18,Salad,7
1456,2023-07-18,Sandwich,4
1457,2023-07-18,Tea,16
1458,2023-07-19,Cake,11
1459,2023-07-19,Coffee,5
1460,2023-07-19,Cookie,6
1461,2023-07-19,Juice,6
1462,2023-07-19,Salad,8
1463,2023-07-19,Sandwich,1
1464,2023-07-19,Smoothie,4
1465,2023-07-20,Cake,7
1466,2023-07-20,Coffee,8
1467,2023-07-20,Cookie,3
1468,2023-07-20,Juice,12
1469,2023-07-20,Salad,15
1470,2023-07-20,Sandwich,18
1471,2023-07-20,Smoothie,12
1472,2023-07-20,Tea,10
1473,2023-07-21,Cake,13
1474,2023-07-21,Coffee,30
1475,2023-07-21,Cookie,17
1476,2023-07-21,Juice,8
1477,2023-07-21,Salad,11
1478,2023-07-21,Sandwich,4
1479,2023-07-21,Tea,5
1480,2023-07-22,Coffee,3
1481,2023-07-22,Juice,4
1482,2023-07-22,Salad,5
1483,2023-07-22,Sandwich,8
1484,2023-07-22,Smoothie,5
1485,2023-07-22,Tea,1
1486,2023-07-23,Coffee,3
1487,2023-07-23,Cookie,13
1488,2023-07-23,Juice,17
1489,2023-07-23,Salad,16
1490,2023-07-23,Sandwich,5
1491,2023-07-23,Smoothie,6
1492,2023-07-23,Tea,5
1493,2023-07-24,Cake,21
1494,2023-07-24,Coffee,19
1495,2023-07-24,Cookie,3
1496,2023-07-24,Juice,8
1497,2023-07-24,Salad,9
1498,2023-07-24,Sandwich,7
1499,2023-07-24,Smoothie,17
1500,2023-07-24,Tea,7
1501,2023-07-25,Cake,12
1502,2023-07-25,Coffee,7
1503,2023-07-25,Cookie,6
1504,2023-07-25,Juice,3
1505,2023-07-25,Sandwich,5
1506,2023-07-25,Smoothie,2
1507,2023-07-25,Tea,11
1508,2023-07-26,Cake,7
1509,2023-07-26,Coffee,19
1510,2023-07-26,Cookie,8
1511,2023-07-26,Juice,2
1512,2023-07-26,Salad,9
1513,2023-07-26,Sandwich,10
1514,2023-07-26,Smoothie,10
1515,2023-07-26,Tea,1
1516,2023-07-27,Coffee,7
1517,2023-07-27,Cookie,2
1518,2023-07-27,Juice,8
1519,2023-07-27,Salad,3
1520,2023-07-27,Sandwich,11
1521,2023-07-27,Tea,4
1522,2023-07-28,Cake,1
1523,2023-07-28,Coffee,11
1524,2023-07-28,Cookie,16
1525,2023-07-28,Juice,15
1526,2023-07-28,Salad,18
1527,2023-07-28,Sandwich,5
1528,2023-07-28,Smoothie,19
1529,2023-07-29,Cake,5
1530,2023-07-29,Coffee,4
1531,2023-07-29,Cookie,5
1532,2023-07-29,Juice,11
1533,2023-07-29,Salad,9
1534,2023-07-29,Sandwich,4
1535,2023-07-29,Smoothie,1
1536,2023-07-29,Tea,2
1537,2023-07-30,Coffee,10
1538,2023-07-30,Cookie,3
1539,2023-07-30,Juice,5
1540,2023-07-30,Salad,3
1541,2023-07-30,Sandwich,1
1542,2023-07-30,Tea,10
1543,2023-07-31,Coffee,8
1544,2023-07-31,Cookie,5
1545,2023-07-31,Juice,8
1546,2023-07-31,Salad,10
1547,2023-07-31,Sandwich,8
1548,2023-07-31,Smoothie,8
1549,2023-07-31,Tea,4
1550,2023-08-01,Cake,5
1551,2023-08-01,Cookie,3
1552,2023-08-01,Sandwich,6
1553,2023-08-01,Smoothie,22
1554,2023-08-01,Tea,6
1555,2023-08-02,Cake,5
1556,2023-08-02,Coffee,11
1557,2023-08-02,Cookie,2
1558,2023-08-02,Juice,3
1559,2023-08-02,Sandwich,9
1560,2023-08-02,Smoothie,9
1561,2023-08-02,Tea,1
1562,2023-08-03,Cake,13
1563,2023-08-03,Coffee,11
1564,2023-08-03,Juice,11
1565,2023-08-03,Salad,13
1566,2023-08-03,Sandwich,5
1567,2023-08-03,Smoothie,6
1568,2023-08-03,Tea,7
1569,2023-08-04,Cake,7
1570,2023-08-04,Coffee,10
1571,2023-08-04,Cookie,6
1572,2023-08-04,Juice,10
1573,2023-08-04,Salad,8
1574,2023-08-04,Sandwich,8
1575,2023-08-04,Smoothie,4
1576,2023-08-04,Tea,1
1577,2023-08-05,Cake,12
1578,2023-08-05,Coffee,6
1579,2023-08-05,Cookie,5
1580,2023-08-05,Juice,7
1581,2023-08-05,Salad,11
1582,2023-08-05,Sandwich,4
1583,2023-08-05,Smoothie,9
1584,2023-08-05,Tea,5
1585,2023-08-06,Cake,2
1586,2023-08-06,Coffee,4
1587,2023-08-06,Cookie,17
1588,2023-08-06,Juice,14
1589,2023-08-06,Salad,19
1590,2023-08-06,Sandwich,1
1591,2023-08-06,Smoothie,10
1592,2023-08-06,Tea,8
1593,2023-08-07,Cake,17
1594,2023-08-07,Coffee,10
1595,2023-08-07,Cookie,11
1596,2023-08-07,Juice,8
1597,2023-08-07,Salad,10
1598,2023-08-07,Sandwich,12
1599,2023-08-07,Smoothie,8
1600,2023-08-07,Tea,23
1601,2023-08-08,Cake,4
1602,2023-08-08,Cookie,7
1603,2023-08-08,Juice,1
1604,2023-08-08,Salad,4
1605,2023-08-08,Sandwich,3
1606,2023-08-08,Smoothie,3
1607,2023-08-08,Tea,1
1608,2023-08-09,Coffee,5
1609,2023-08-09,Cookie,6
1610,2023-08-09,Juice,6
1611,2023-08-09,Salad,8
1612,2023-08-09,Smoothie,13
1613,2023-08-09,Tea,5
1614,2023-08-10,Cake,18
1615,2023-08-10,Coffee,10
1616,2023-08-10,Juice,7
1617,2023-08-10,Salad,7
1618,2023-08-10,Sandwich,6
1619,2023-08-10,Smoothie,4
1620,2023-08-10,Tea,12
1621,2023-08-11,Cake,5
1622,2023-08-11,Coffee,5
1623,2023-08-11,Cookie,9
1624,2023-08-11,Juice,10
1625,2023-08-11,Salad,6
1626,2023-08-11,Sandwich,16
1627,2023-08-11,Smoothie,8
1628,2023-08-11,Tea,12
1629,2023-08-12,Cake,26
1630,2023-08-12,Coffee,4
1631,2023-08-12,Cookie,10
1632,2023-08-12,Juice,14
1633,2023-08-12,Salad,8
1634,2023-08-12,Sandwich,4
1635,2023-08-12,Smoothie,5
1636,2023-08-12,Tea,4
1637,2023-08-13,Cake,5
1638,2023-08-13,Coffee,9
1639,2023-08-13,Cookie,5
1640,2023-08-13,Juice,20
1641,2023-08-13,Sandwich,6
1642,2023-08-13,Smoothie,2
1643,2023-08-13,Tea,7
1644,2023-08-14,Cake,22
1645,2023-08-14,Coffee,13
1646,2023-08-14,Cookie,6
1647,2023-08-14,Juice,11
1648,2023-08-14,Salad,7
1649,2023-08-14,Sandwich,3
1650,2023-08-14,Smoothie,5
1651,2023-08-14,Tea,5
1652,2023-08-15,Cake,7
1653,2023-08-15,Cookie,11
1654,2023-08-15,Juice,8
1655,2023-08-15,Salad,3
1656,2023-08-15,Sandwich,3
1657,2023-08-15,Smoothie,9
1658,2023-08-15,Tea,2
1659,2023-08-16,Cake,15
1660,2023-08-16,Coffee,2
1661,2023-08-16,Cookie,5
1662,2023-08-16,Juice,15
1663,2023-08-16,Salad,18
1664,2023-08-16,Sandwich,11
1665,2023-08-16,Smoothie,5
1666,2023-08-16,Tea,3
1667,2023-08-17,Cake,5
1668,2023-08-17,Coffee,17
1669,2023-08-17,Cookie,19
1670,2023-08-17,Juice,5
1671,2023-08-17,Salad,8
1672,2023-08-17,Sandwich,7
1673,2023-08-17,Smoothie,7
1674,2023-08-17,Tea,25
1675,2023-08-18,Coffee,7
1676,2023-08-18,Cookie,9
1677,2023-08-18,Juice,21
1678,2023-08-18,Salad,6
1679,2023-08-18,Sandwich,12
1680,2023-08-18,Smoothie,5
1681,2023-08-18,Tea,2
1682,2023-08-19,Coffee,7
1683,2023-08-19,Cookie,12
1684,2023-08-19,Juice,3
1685,2023-08-19,Salad,2
1686,2023-08-19,Sandwich,7
1687,2023-08-19,Tea,8
1688,2023-08-20,Cake,3
1689,2023-08-20,Cookie,5
1690,2023-08-20,Juice,2
1691,2023-08-20,Salad,16
1692,2023-08-20,Sandwich,4
1693,2023-08-20,Smoothie,10
1694,2023-08-20,Tea,8
1695,2023-08-21,Cake,4
1696,2023-08-21,Coffee,14
1697,2023-08-21,Cookie,9
1698,2023-08-21,Juice,10
1699,2023-08-21,Salad,4
1700,2023-08-21,Sandwich,5
1701,2023-08-21,Smoothie,3
1702,2023-08-21,Tea,8
1703,2023-08-22,Cake,2
1704,2023-08-22,Coffee,10
1705,2023-08-22,Cookie,10
1706,2023-08-22,Juice,13
1707,2023-08-22,Salad,3
1708,2023-08-22,Sandwich,6
1709,2023-08-22,Smoothie,2
1710,2023-08-22,Tea,13
1711,2023-08-23,Cake,2
1712,2023-08-23,Coffee,11
1713,2023-08-23,Cookie,7
1714,2023-08-23,Juice,14
1715,2023-08-23,Salad,8
1716,2023-08-23,Sandwich,2
1717,2023-08-23,Smoothie,15
1718,2023-08-23,Tea,5
1719,2023-08-24,Cake,3
1720,2023-08-24,Coffee,4
1721,2023-08-24,Cookie,3
1722,2023-08-24,Juice,4
1723,2023-08-24,Salad,3
1724,2023-08-24,Sandwich,5
1725,2023-08-24,Smoothie,10
1726,2023-08-24,Tea,5
1727,2023-08-25,Cake,9
